,Jp_name,category
0,アマランサス　玄穀,穀物
1,あわ　精白粒,穀物
2,あわ　あわもち,穀物
3,えんばく オートミール,穀物
4,おおむぎ 七分つき押麦,穀物
5,おおむぎ　押麦,穀物
6,おおむぎ　米粒麦,穀物
7,おおむぎ　大麦めん,穀物
8,おおむぎ　麦こがし,穀物
9,きび　精白粒,穀物
10,こむぎ,穀物
11,こむぎ　　薄力粉,穀物
12,こむぎ　　中力粉,穀物
13,こむぎ　　強力粉,穀物
14,こむぎ　　強力粉　全粒粉,穀物
15,こむぎ　　プレミックス粉　お好み用,穀物
16,こむぎ　　プレミックス粉　ホットケーキ用,穀物
17,こむぎ　　プレミックス粉　から揚げ用,穀物
18,こむぎ　　プレミックス粉　天ぷら用,穀物
19,こむぎ　　食パン,穀物
20,こむぎ　　コッペパン,穀物
21,こむぎ　　パン,穀物
22,こむぎ　　フランスパン,穀物
23,こむぎ　　ライ麦パン,穀物
24,こむぎ　　ぶどうパン,穀物
25,こむぎ　　ロールパン,穀物
26,こむぎ　　クロワッサン,穀物
27,こむぎ　　イングリッシュマフィン,穀物
28,こむぎ　　ナン,穀物
29,こむぎ　　ベーグル,穀物
30,こむぎ　　うどん,穀物
31,こむぎ　　干しうどん,穀物
32,こむぎ　　そうめん・ひやむぎ,穀物
33,こむぎ　　手延そうめん・手延ひやむぎ,穀物
34,こむぎ　　中華めん,穀物
35,こむぎ　　干し中華めん,穀物
36,こむぎ　　沖縄そば,穀物
37,こむぎ　　干し沖縄そば,穀物
38,こむぎ　　即席中華めん　油揚げ,穀物
39,こむぎ　　即席中華めん　非油揚げ,穀物
40,こむぎ　　中華スタイル即席カップめん　油揚げ,穀物
41,こむぎ　　中華スタイル即席カップめん　油揚げ　そば,穀物
42,こむぎ　　中華スタイル即席カップめん　非油揚げ,穀物
43,こむぎ　　和風スタイル即席カップめん　油揚げ,穀物
44,こむぎ　　マカロニ・スパゲッティ,穀物
45,こむぎ　　パスタ,穀物
46,こむぎ　　ふ,穀物
47,こむぎ　　ふ　釜ふ,穀物
48,こむぎ　　ふ　板ふ,穀物
49,こむぎ　　ふ　車ふ,穀物
50,こむぎ　　小麦はいが,穀物
51,こむぎ　　小麦たんぱく　粉末状,穀物
52,こむぎ　　小麦たんぱく　粒状,穀物
53,こむぎ　　小麦たんぱく　ペースト状,穀物
54,こむぎ　　ぎょうざの皮,穀物
55,こむぎ　　しゅうまいの皮,穀物
56,こむぎ　　ピザ地,穀物
57,こむぎ　　ちくわぶ,穀物
58,こむぎ　　パン粉,穀物
59,こむぎ　　パン粉　半,穀物
60,こむぎ　　冷めん,穀物
61,こめ　　玄米,穀物
62,こめ　　半つき米,穀物
63,こめ　　七分つき米,穀物
64,こめ　　精白米　うるち米,穀物
65,こめ　　精白米　もち米,穀物
66,こめ　　精白米　インディカ米,穀物
67,こめ　　はいが精米,穀物
68,こめ　　発芽玄米,穀物
69,こめ　　精白米,穀物
70,こめ　　アルファ化米,穀物
71,こめ　　おにぎり,穀物
72,こめ　　きりたんぽ,穀物
73,こめ　　上新粉,穀物
74,こめ　　玄米粉,穀物
75,こめ　　米粉,穀物
76,こめ　　米粉パン,穀物
77,こめ　　米粉めん,穀物
78,こめ　　ビーフン,穀物
79,こめ　　米こうじ,穀物
80,こめ　　もち,穀物
81,こめ　　赤飯,穀物
82,こめ　　あくまき,穀物
83,こめ　　白玉粉,穀物
84,こめ　　道明寺粉,穀物
85,こめ　　米ぬか,穀物
86,そば　そば粉,穀物
87,そば　そば米,穀物
88,そば　そば,穀物
89,そば　干しそば,穀物
90,とうもろこし　玄穀,穀物
91,とうもろこし　コーンミール,穀物
92,とうもろこし　コーングリッツ,穀物
93,とうもろこし　コーンフラワー,穀物
94,とうもろこし　ジャイアントコーン,穀物
95,とうもろこし　ポップコーン,穀物
96,とうもろこし　コーンフレーク,穀物
97,はとむぎ　精白粒,穀物
98,ひえ　精白粒,穀物
99,もろこし　玄穀,穀物
100,もろこし　精白粒,穀物
101,ライむぎ　全粒粉,穀物
102,ライむぎ　ライ麦粉,穀物
103,穀類混合品　五穀,穀物
104,きくいも,芋およびでん粉類
105,こんにゃく　精粉,芋およびでん粉類
106,こんにゃく　板こんにゃく　精粉こんにゃく,芋およびでん粉類
107,こんにゃく　板こんにゃく　いもこんにゃく,芋およびでん粉類
108,こんにゃく　赤こんにゃく,芋およびでん粉類
109,こんにゃく　凍みこんにゃく,芋およびでん粉類
110,こんにゃく　しらたき,芋およびでん粉類
111,さつまいも　塊根,芋およびでん粉類
112,さつまいも　塊根　　天ぷら,芋およびでん粉類
113,さつまいも　切干,芋およびでん粉類
114,むらさきいも　塊根,芋およびでん粉類
115,　さといも　球茎,芋およびでん粉類
116,　セレベス　球茎,芋およびでん粉類
117,　たけのこいも　球茎,芋およびでん粉類
118,　みずいも　球茎,芋およびでん粉類
119,　やつがしら　球茎,芋およびでん粉類
120,じゃがいも,芋およびでん粉類
121,じゃがいも　ドポテト,芋およびでん粉類
122,じゃがいも　マッシュポテト,芋およびでん粉類
123,ヤーコン　塊根,芋およびでん粉類
124,　ながいも　いちょういも　塊根,芋およびでん粉類
125,　ながいも　ながいも　塊根,芋およびでん粉類
126,　ながいも　やまといも　塊根,芋およびでん粉類
127,　じねんじょ　塊根,芋およびでん粉類
128,　だいじょ　塊根,芋およびでん粉類
129,　キャッサバでん粉,芋およびでん粉類
130,　くずでん粉,芋およびでん粉類
131,　米でん粉,芋およびでん粉類
132,　小麦でん粉,芋およびでん粉類
133,　サゴでん粉,芋およびでん粉類
134,　さつまいもでん粉,芋およびでん粉類
135,　じゃがいもでん粉,芋およびでん粉類
136,　とうもろこしでん粉,芋およびでん粉類
137,　くずきり,芋およびでん粉類
138,　ごま豆腐,芋およびでん粉類
139,　タピオカパール,芋およびでん粉類
140,　でん粉めん,芋およびでん粉類
141,　はるさめ　緑豆はるさめ,芋およびでん粉類
142,　はるさめ　はるさめ,芋およびでん粉類
143,　黒砂糖,砂糖および甘味類
144,　和三盆糖,砂糖および甘味類
145,　車糖　上白糖,砂糖および甘味類
146,　車糖　三温糖,砂糖および甘味類
147,　ざらめ糖　グラニュー糖,砂糖および甘味類
148,　ざらめ糖　白ざら糖,砂糖および甘味類
149,　ざらめ糖　中ざら糖,砂糖および甘味類
150,　加工糖　角砂糖,砂糖および甘味類
151,　加工糖　氷砂糖,砂糖および甘味類
152,　加工糖　コーヒーシュガー,砂糖および甘味類
153,　加工糖　粉糖,砂糖および甘味類
154,　液糖　しょ糖型液糖,砂糖および甘味類
155,　液糖　転化型液糖,砂糖および甘味類
156,　氷糖みつ,砂糖および甘味類
157,　粉あめ,砂糖および甘味類
158,　水あめ　酵素糖化,砂糖および甘味類
159,　水あめ　酸糖化,砂糖および甘味類
160,　ぶどう糖　全糖,砂糖および甘味類
161,　ぶどう糖　含水結晶,砂糖および甘味類
162,　ぶどう糖　無水結晶,砂糖および甘味類
163,　果糖,砂糖および甘味類
164,　異性化液糖　ぶどう糖果糖液糖,砂糖および甘味類
165,　異性化液糖　果糖ぶどう糖液糖,砂糖および甘味類
166,　異性化液糖　高果糖液糖,砂糖および甘味類
167,　黒蜜,砂糖および甘味類
168,　はちみつ,砂糖および甘味類
169,　メープルシロップ,砂糖および甘味類
170,あずき　全粒,豆類
171,あずき　小豆缶詰,豆類
172,あずき　あん　こしあん,豆類
173,あずき　あん　さらしあん,豆類
174,あずき　あん　つぶしあん,豆類
175,いんげんまめ　全粒,豆類
176,いんげんまめ　うずら豆,豆類
177,いんげんまめ　こしあん,豆類
178,いんげんまめ　豆きんとん,豆類
179,えんどう　全粒　青えんどう,豆類
180,えんどう　全粒　赤えんどう,豆類
181,えんどう　グリンピース,豆類
182,えんどう　塩豆,豆類
183,えんどう　うぐいす豆,豆類
184,ささげ　全粒,豆類
185,そらまめ　全粒,豆類
186,そらまめ　ビーンズ,豆類
187,そらまめ　おたふく豆,豆類
188,そらまめ　ふき豆,豆類
189,そらまめ　しょうゆ豆,豆類
190,だいず　　全粒　　黄大豆,豆類
191,だいず　　全粒　　黒大豆,豆類
192,だいず　　全粒　米　黄大豆,豆類
193,だいず　　全粒　中　黄大豆,豆類
194,だいず　　全粒　ブラジル産　黄大豆,豆類
195,だいず　　大豆　黄大豆,豆類
196,だいず　　大豆　黒大豆,豆類
197,だいず　　大豆　青大豆,豆類
198,だいず　　缶詰　黄大豆,豆類
199,だいず　　きな粉　全粒大豆　黄大豆,豆類
200,だいず　　きな粉　全粒大豆　青大豆,豆類
201,だいず　　きな粉　脱皮大豆　黄大豆,豆類
202,だいず　　大豆はいが,豆類
203,だいず　　ぶどう豆,豆類
204,だいず　　木綿豆腐,豆類
205,だいず　　絹ごし豆腐,豆類
206,だいず　　ソフト豆腐,豆類
207,だいず　　充てん豆腐,豆類
208,だいず　　沖縄豆腐,豆類
209,だいず　　ゆし豆腐,豆類
210,だいず　　豆腐,豆類
211,だいず　　揚げ,豆類
212,だいず　　油揚げ,豆類
213,だいず　　油揚げ　油抜き,豆類
214,だいず　　がんもどき,豆類
215,だいず　　凍り豆腐,豆類
216,だいず　　豆腐よう,豆類
217,だいず　　豆腐竹輪,豆類
218,だいず　　ろくじょう豆腐,豆類
219,だいず　　糸引き納豆,豆類
220,だいず　　挽きわり納豆,豆類
221,だいず　　五斗納豆,豆類
222,だいず　　寺納豆,豆類
223,だいず　　おから,豆類
224,だいず　　豆乳　豆乳,豆類
225,だいず　　豆乳　調製豆乳,豆類
226,だいず　　豆乳　豆乳飲料・麦芽コーヒー,豆類
227,だいず　　大豆たんぱく　粒状大豆たんぱく,豆類
228,だいず　　大豆たんぱく　濃縮大豆たんぱく,豆類
229,だいず　　大豆たんぱく　分離大豆たんぱく　塩分無調整タイプ,豆類
230,だいず　　大豆たんぱく　分離大豆たんぱく　塩分調整タイプ,豆類
231,だいず　　大豆たんぱく　繊維状大豆たんぱく,豆類
232,だいず　　湯葉,豆類
233,だいず　　湯葉　干し,豆類
234,だいず　　湯葉　干し　湯戻し,豆類
235,だいず　　金山寺みそ,豆類
236,だいず　　ひしおみそ,豆類
237,だいず　　テンペ,豆類
238,つるあずき　全粒,豆類
239,ひよこまめ　全粒,豆類
240,べにばないんげん　全粒,豆類
241,らいまめ　全粒,豆類
242,りょくとう　全粒,豆類
243,レンズまめ　全粒,豆類
244,アーモンド,種実類
245,アーモンド　　無塩,種実類
246,あさ,種実類
247,あまに,種実類
248,えごま,種実類
249,カシューナッツ,種実類
250,かぼちゃ,種実類
251,かや,種実類
252,ぎんなん,種実類
253,　日本ぐり,種実類
254,　日本ぐり　甘露煮,種実類
255,　中国ぐり　甘ぐり,種実類
256,くるみ,種実類
257,けし,種実類
258,ココナッツ　ココナッツパウダー,種実類
259,ごま,種実類
260,ごま　むき,種実類
261,ごま　ねり,種実類
262,しい,種実類
263,すいか,種実類
264,とち,種実類
265,はす,種実類
266,ひし,種実類
267,ピスタチオ,種実類
268,ひまわり,種実類
269,ブラジルナッツ,種実類
270,ヘーゼルナッツ,種実類
271,ペカン,種実類
272,マカダミアナッツ,種実類
273,まつ,種実類
274,らっかせい　　大粒種,種実類
275,らっかせい　　小粒種,種実類
276,らっかせい　バターピーナッツ,種実類
277,らっかせい　ピーナッツバター,種実類
278,アーティチョーク　花らい,野菜類
279,あさつき　葉,野菜類
280,あしたば　茎葉,野菜類
281,アスパラガス　若茎,野菜類
282,アスパラガス　缶詰,野菜類
283,アロエ　葉,野菜類
284,いんげんまめ　さやいんげん　若ざや,野菜類
285,　うど　茎,野菜類
286,　やまうど　茎,野菜類
287,えだまめ,野菜類
288,エンダイブ　葉,野菜類
289,　トウミョウ　茎葉,野菜類
290,　トウミョウ　芽ばえ,野菜類
291,　さやえんどう　若ざや,野菜類
292,　スナップえんどう　若ざや,野菜類
293,　グリンピース,野菜類
294,　グリンピース　缶詰,野菜類
295,おおさかしろな　葉,野菜類
296,おおさかしろな,野菜類
297,おかひじき　茎葉,野菜類
298,オクラ　果実,野菜類
299,かぶ　葉,野菜類
300,かぶ　根,野菜類
301,かぶ　漬物　　葉,野菜類
302,かぶ　漬物　　根,野菜類
303,かぶ　漬物　ぬかみそ漬　葉,野菜類
304,かぶ　漬物　ぬかみそ漬　根,野菜類
305,　日本かぼちゃ　果実,野菜類
306,　西洋かぼちゃ　果実,野菜類
307,　そうめんかぼちゃ　果実,野菜類
308,からしな　葉,野菜類
309,からしな,野菜類
310,カリフラワー　花序,野菜類
311,かんぴょう,野菜類
312,きく　花びら,野菜類
313,きく　菊のり,野菜類
314,　キャベツ　結球葉,野菜類
315,　グリーンボール　結球葉,野菜類
316,　レッドキャベツ　結球葉,野菜類
317,きゅうり　果実,野菜類
318,きゅうり　漬物,野菜類
319,きゅうり　漬物　しょうゆ漬,野菜類
320,きゅうり　漬物　ぬかみそ漬,野菜類
321,きゅうり　漬物　ピクルス,野菜類
322,ぎょうじゃにんにく　葉,野菜類
323,キンサイ　茎葉,野菜類
324,クレソン　茎葉,野菜類
325,くわい,野菜類
326,ケール　葉,野菜類
327,コールラビ　球茎,野菜類
328,こごみ　若芽,野菜類
329,ごぼう　根,野菜類
330,こまつな　葉,野菜類
331,ザーサイ 　漬物,野菜類
332,さんとうさい　葉,野菜類
333,さんとうさい,野菜類
334,しかくまめ　若ざや,野菜類
335,ししとう　果実,野菜類
336,しそ　葉,野菜類
337,しそ　実,野菜類
338,じゅうろくささげ　若ざや,野菜類
339,しゅんぎく　葉,野菜類
340,じゅんさい　若葉　びん詰,野菜類
341,　葉しょうが　根茎,野菜類
342,　しょうが　根茎,野菜類
343,　しょうが　漬物　酢漬,野菜類
344,　しょうが　漬物　甘酢漬,野菜類
345,しろうり　果実,野菜類
346,しろうり　漬物,野菜類
347,しろうり　漬物　奈良漬,野菜類
348,ずいき　ずいき,野菜類
349,ずいき　干しずいき,野菜類
350,すぐきな　葉,野菜類
351,すぐきな　根,野菜類
352,すぐきな　すぐき漬,野菜類
353,ズッキーニ　果実,野菜類
354,せり　茎葉,野菜類
355,セロリ　葉柄,野菜類
356,ぜんまい　ぜんまい　若芽,野菜類
357,ぜんまい　干しぜんまい　干し若芽,野菜類
358,そらまめ　豆,野菜類
359,タアサイ　葉,野菜類
360,　かいわれだいこん　芽ばえ,野菜類
361,　葉だいこん　葉,野菜類
362,　だいこん　葉,野菜類
363,　だいこん　根,野菜類
364,　切干しだいこん,野菜類
365,　漬物　ぬかみそ漬,野菜類
366,　漬物　たくあん漬　塩押しだいこん漬,野菜類
367,　漬物　たくあん漬　干しだいこん漬,野菜類
368,　漬物　守口漬,野菜類
369,　漬物　べったら漬,野菜類
370,　漬物　みそ漬,野菜類
371,　漬物　福神漬,野菜類
372,　つまみな　葉,野菜類
373,　たいさい　葉,野菜類
374,　たいさい,野菜類
375,たかな　葉,野菜類
376,たかな　たかな漬,野菜類
377,たけのこ　若茎,野菜類
378,たけのこ　缶詰,野菜類
379,たけのこ　めんま　塩蔵　塩抜き,野菜類
380,　たまねぎ　りん茎,野菜類
381,　赤たまねぎ　りん茎,野菜類
382,　葉たまねぎ　りん茎及び葉,野菜類
383,たらのめ　若芽,野菜類
384,チコリ　若芽,野菜類
385,チンゲンサイ　葉,野菜類
386,つくし　胞子茎,野菜類
387,つるな　茎葉,野菜類
388,つるむらさき　茎葉,野菜類
389,つわぶき　葉柄,野菜類
390,とうがらし　葉･果実,野菜類
391,とうがらし　果実,野菜類
392,とうがん　果実,野菜類
393,　スイートコーン　種子,野菜類
394,　スイートコーン　種子　電子レンジ調理,野菜類
395,　スイートコーン　種子　穂軸つき,野菜類
396,　スイートコーン　種子　カーネル,野菜類
397,　スイートコーン　缶詰　クリームスタイル,野菜類
398,　スイートコーン　缶詰　ホールカーネルスタイル,野菜類
399,　ヤングコーン　幼雌穂,野菜類
400,　トマト　果実,野菜類
401,　ミニトマト　果実,野菜類
402,　缶詰　ホール　食塩無添加,野菜類
403,　缶詰　トマトジュース　食塩添加,野菜類
404,　缶詰　トマトジュース　食塩無添加,野菜類
405,　缶詰　ミックスジュース　食塩添加,野菜類
406,　缶詰　ミックスジュース　食塩無添加,野菜類
407,トレビス　葉,野菜類
408,とんぶり,野菜類
409,ながさきはくさい　葉,野菜類
410,　なす　果実,野菜類
411,　なす　果実　天ぷら,野菜類
412,　べいなす　果実,野菜類
413,　べいなす　果実　素揚げ,野菜類
414,　漬物,野菜類
415,　漬物　こうじ漬,野菜類
416,　漬物　からし漬,野菜類
417,　漬物　しば漬,野菜類
418,なずな　葉,野菜類
419,　和種なばな　花らい・茎,野菜類
420,　洋種なばな　茎葉,野菜類
421,にがうり　果実,野菜類
422,　にら　葉,野菜類
423,　花にら　花茎・花らい,野菜類
424,　黄にら　葉,野菜類
425,　葉にんじん　葉,野菜類
426,　にんじん　根,野菜類
427,　にんじん　根　　素揚げ,野菜類
428,　にんじん　根　皮,野菜類
429,　にんじん　グラッセ,野菜類
430,　にんじん　ジュース　缶詰,野菜類
431,　きんとき　根,野菜類
432,　ミニキャロット　根,野菜類
433,　にんにく　りん茎,野菜類
434,　茎にんにく　花茎,野菜類
435,　根深ねぎ　葉　軟白,野菜類
436,　葉ねぎ　葉,野菜類
437,　こねぎ　葉,野菜類
438,のざわな　葉,野菜類
439,のざわな　漬物,野菜類
440,のざわな　漬物　調味漬,野菜類
441,のびる　りん茎葉,野菜類
442,はくさい　結球葉,野菜類
443,はくさい　漬物,野菜類
444,はくさい　漬物　キムチ,野菜類
445,パクチョイ　葉,野菜類
446,バジル　葉,野菜類
447,パセリ　葉,野菜類
448,はつかだいこん　根,野菜類
449,はやとうり　果実,野菜類
450,はやとうり　果実　緑色種,野菜類
451,ビーツ　根,野菜類
452,　青ピーマン　果実,野菜類
453,　赤ピーマン　果実,野菜類
454,　黄ピーマン　果実,野菜類
455,　トマピー　果実,野菜類
456,ひのな　根・茎葉,野菜類
457,ひのな　根・茎葉　甘酢漬,野菜類
458,ひろしまな　葉,野菜類
459,ひろしまな,野菜類
460,　ふき　葉柄,野菜類
461,　ふきのとう　花序,野菜類
462,ふじまめ　若ざや,野菜類
463,ふだんそう　葉,野菜類
464,ブロッコリー　花序,野菜類
465,ブロッコリー　芽ばえ,野菜類
466,へちま　果実,野菜類
467,ほうれんそう　葉,野菜類
468,ほうれんそう　葉　冬採り,野菜類
469,ホースラディシュ　根茎,野菜類
470,まこも　茎,野菜類
471,みずかけな　葉,野菜類
472,みずかけな,野菜類
473,みずな　葉,野菜類
474,みずな,野菜類
475,　切りみつば　葉,野菜類
476,　根みつば　葉,野菜類
477,　糸みつば　葉,野菜類
478,みぶな　葉,野菜類
479,　みょうが　花穂,野菜類
480,　みょうがたけ　茎葉,野菜類
481,むかご 　肉芽,野菜類
482,めキャベツ　結球葉,野菜類
483,めたで　　芽ばえ,野菜類
484,　アルファルファもやし,野菜類
485,　だいずもやし,野菜類
486,　ブラックマッペもやし,野菜類
487,　りょくとうもやし,野菜類
488,モロヘイヤ　茎葉,野菜類
489,やまごぼう　みそ漬,野菜類
490,ゆりね　りん茎,野菜類
491,ようさい　茎葉,野菜類
492,よめな　葉,野菜類
493,よもぎ　葉,野菜類
494,らっかせい　豆,野菜類
495,　らっきょう　りん茎,野菜類
496,　らっきょう　甘酢漬,野菜類
497,　エシャレット　りん茎,野菜類
498,リーキ　りん茎葉,野菜類
499,ルッコラ　　葉,野菜類
500,ルバーブ　葉柄,野菜類
501,　レタス　土耕栽培　結球葉,野菜類
502,　レタス　水耕栽培　結球葉,野菜類
503,　サラダな　葉,野菜類
504,　リーフレタス　葉,野菜類
505,　サニーレタス　葉,野菜類
506,　サンチュ　葉,野菜類
507,　コスレタス　葉,野菜類
508,れんこん　根茎,野菜類
509,わけぎ　葉,野菜類
510,わさび　根茎,野菜類
511,わさび　わさび漬,野菜類
512,わらび　わらび,野菜類
513,わらび　干しわらび,野菜類
514,あけび　果肉,果実類
515,あけび　果皮,果実類
516,アセロラ　酸味種,果実類
517,アセロラ　甘味種,果実類
518,アセロラ　10 %果汁入り飲料,果実類
519,アテモヤ,果実類
520,アボカド,果実類
521,あんず,果実類
522,あんず　缶詰,果実類
523,あんず　ジャム　高糖度,果実類
524,あんず　ジャム　低糖度,果実類
525,いちご,果実類
526,いちご　ジャム　高糖度,果実類
527,いちご　ジャム　低糖度,果実類
528,いちじく,果実類
529,いちじく　缶詰,果実類
530,うめ,果実類
531,うめ　梅漬,果実類
532,うめ　梅漬　調味漬,果実類
533,うめ　梅干し,果実類
534,うめ　梅干し　調味漬,果実類
535,うめ　梅びしお,果実類
536,うめ　20 %果汁入り飲料,果実類
537,オリーブ　　グリーンオリーブ,果実類
538,オリーブ　　ブラックオリーブ,果実類
539,オリーブ　　スタッフドオリーブ,果実類
540,かき　甘がき,果実類
541,かき　渋抜きがき,果実類
542,かき　干しがき,果実類
543,かりん,果実類
544,　いよかん　砂じょう,果実類
545,　うんしゅうみかん　じょうのう　早,果実類
546,　うんしゅうみかん　じょうのう,果実類
547,　うんしゅうみかん　砂じょう　早,果実類
548,　うんしゅうみかん　砂じょう,果実類
549,　うんしゅうみかん　果実飲料　ストレートジュース,果実類
550,　うんしゅうみかん　果実飲料　濃縮還元ジュース,果実類
551,　うんしゅうみかん　果実飲料　果粒入りジュース,果実類
552,うんしゅうみかん　果実飲料　50 %果汁入り飲料,果実類
553,うんしゅうみかん　果実飲料　20 %果汁入り飲料,果実類
554,　うんしゅうみかん　缶詰　果肉,果実類
555,　うんしゅうみかん　缶詰　液汁,果実類
556,　オレンジ　ネーブル　砂じょう,果実類
557,　オレンジ　バレンシア　米　砂じょう,果実類
558,　オレンジ　バレンシア　果実飲料　ストレートジュース,果実類
559,　オレンジ　バレンシア　果実飲料　濃縮還元ジュース,果実類
560,オレンジ　バレンシア　果実飲料　50 %果汁入り飲料,果実類
